7208031212;637139908731178541;23112;2020-01-07;22,417
7208031212;637139912139139890;600;2020-01-07;21,317
199003172727;635804273034747631;6000;2019-02-10;41,9847331624407
199003172727;636069521034878005;1300;2016-05-24;30,4636229739821
199003172727;635431889034957863;15400;2018-12-08;27,7368872741875
199003172727;636609521035018000;8500;2016-06-02;29,7742577012508
194304066260;636292433035152542;3800;2015-09-07;21,8604042250013
194304066260;636505841035212553;10700;2018-05-23;27,3683081927562
195706274988;635423249035352564;17400;2014-09-11;40,5647015457808
195706274988;635459537035422563;12900;2018-01-16;24,2610183610865
195706274988;636354641035482567;12400;2018-10-20;23,823241814423
196501169059;636377105035622587;5500;2016-10-19;34,5670858628895
196501169059;636344273035702617;9600;2015-02-03;26,390775009706
196501169059;635729105035772610;8900;2018-11-01;23,3248253764235
195104117139;635672945035902602;16400;2016-08-12;38,917043469342
195104117139;635844017035972609;6400;2019-03-23;20,6659604262868
195104117139;636639761036032603;18200;2019-07-15;33,5874565637612
195104117139;635879441036102639;5900;2017-11-14;40,6635371878108
196609038929;637112369036242623;8200;2019-07-11;22,6878012589588
196609038929;636851441036302622;13500;2015-02-12;42,1161013804917
197408232788;636880817036442666;6900;2015-03-28;37,0815750104755
197408232788;635576177036502654;7300;2016-05-06;27,8492731241739
197408232788;635428433036582664;18600;2016-11-17;25,9483171235529
197408232788;636947345036662655;14400;2015-12-19;26,3710950344666
195603011309;636076433036832671;600;2018-11-27;32,2995711687485
195603011309;636988817036912665;9200;2018-12-14;34,4838609450887
195603011309;636854033036982679;17400;2017-09-16;41,9561155871284
195603011309;636007313037062684;14700;2015-10-15;39,7644533797933
194902184333;635588273037192697;18100;2016-11-11;40,6493548330149
194902184333;635550257037272703;6200;2015-06-05;26,8449026121967
194902184333;635604689037342723;3400;2019-01-10;22,8078831512518
196809279458;636720977037482724;6200;2015-04-21;36,4413460606902
196809279458;636078161037542725;9200;2018-09-01;20,818229385567
196809279458;636250097037612739;7300;2015-06-24;33,6924747092149
194510107105;635653073037742746;800;2019-03-15;32,2280119975228
194510107105;636278609037812750;11200;2016-05-26;33,9262441843405
194510107105;636281201037892754;2400;2016-02-01;20,4503456528533
194510107105;636105809038002760;1100;2014-12-31;22,6823925216135
196401221881;636224177038172760;6700;2016-07-24;40,2081232309379
196401221881;636010769038242767;7600;2018-04-13;34,0425333236542
196401221881;636773681038322786;3300;2017-12-19;43,7112803844322
193709196085;636438449038452817;12900;2015-07-30;41,0532929264257
193709196085;636905009038542788;19300;2018-08-04;29,7513040573109
193709196085;635755025038622812;4700;2019-09-26;35,3155381280536
194411235506;636924881038772825;15900;2019-02-23;33,1378397523136
194411235506;636374513038842810;13500;2014-09-19;42,1157030654679
194411235506;635981393038922837;7600;2018-09-07;30,4203911313882
194411235506;635610737039012838;10500;2015-09-14;22,5230716925688
194411235506;635952017039092849;2600;2014-12-17;36,2117448827306
194411235506;635441393039182836;2400;2015-11-09;39,1807614146642
194211057745;636086801039382860;9900;2018-06-09;28,620755576352
194211057745;636345137039472857;19900;2017-12-17;23,9393046656341
194211057745;636396977039552872;19700;2016-07-23;23,4892195269881
197602216184;637125329039692874;17400;2017-03-25;40,8480555428416
197602216184;636562865039772882;18300;2018-11-24;40,7110127064916
198103148705;636449681039932902;4900;2017-07-31;40,8465148093396
198103148705;635946833040042909;14900;2015-10-26;30,1142304880145
198103148705;635415473040122942;9700;2016-08-13;31,7684734457957
198103148705;635432753040212935;4100;2016-09-03;35,5094753091733
198103148705;635866481040302928;19600;2017-07-14;40,7669670441034
198103148705;636199121040382938;15900;2017-01-10;21,3385100179997
194906213469;636421169040522950;14000;2014-12-31;22,7283751418481
194906213469;636686417040602952;2300;2019-06-08;34,2471271982636
194906213469;635666897040682961;6100;2016-01-06;30,4933579268369
196807243692;636418577040832970;15700;2016-08-28;42,4451118835458
196807243692;635597777040902976;4200;2016-02-10;42,1314373063536
196608106136;636632849041042978;5700;2017-04-08;24,5040624470003
196608106136;636048785041122977;17600;2015-03-11;27,8687840061583
195001049437;635997809041252996;12500;2017-05-28;23,6242591932529
195001049437;636047921041343005;2000;2019-11-22;24,6178471667775
195001049437;637030289041422999;8000;2018-10-23;33,624873065215
194311054820;636700241041584201;1800;2016-03-25;20,0321389292516
194311054820;636211217041674160;18000;2018-05-17;40,338004115195
194311054820;635711825041754186;1700;2015-10-09;42,3941508552032
194311054820;635618513041824180;4800;2018-11-26;22,1430206145826
194703096690;636726161041954182;13300;2018-02-27;27,568998533566
194703096690;636623345042024199;18100;2016-03-06;22,7983839171
194703096690;636135185042104216;18600;2017-05-31;36,1318646469768
194703096690;635878577042174204;15800;2018-11-16;32,6766824455358
194703096690;635441393042274234;12400;2018-03-30;24,4921332758349
199309021539;635428433042434229;15300;2019-09-05;39,0573783563717
199309021539;635631473042514226;11400;2014-07-29;41,8906368463722
199309021539;635551985042614250;7700;2016-05-18;23,9359801932871
199309021539;635505329042684233;15200;2016-12-20;23,3991970137689
199309021539;636419441042754246;1300;2015-08-04;42,7606149961989
197404052535;636194801042904250;16700;2016-07-03;32,2500607451657
197404052535;635730833042994252;17500;2016-02-12;29,5403050582578
194409092128;636087665043144285;19100;2019-02-06;29,852394605918
194409092128;636859217043224290;4100;2014-11-19;30,6076242917253
194409092128;635523473043294280;19100;2019-03-10;32,661607313278
194409092128;636219857043374293;8300;2015-07-04;41,3347635214845
194409092128;636984497043454294;14700;2019-01-19;30,2482460370512
194409092128;637012145043524304;1200;2019-01-18;21,4666191425485
197408191966;635995217043664305;3800;2015-11-02;44,6140265486268
197408191966;636531761043754325;17900;2018-10-25;27,0592078296743
197408191966;635656529043854320;14600;2018-11-16;38,3768913701069
197408191966;635834513043944341;19400;2017-05-26;27,2212037664006
197408191966;635633201044024358;15700;2015-11-20;30,5839433081373
194101249568;636772817044214361;5700;2019-10-10;41,4485941554646
194101249568;636525713044304373;13000;2015-06-03;44,736306758009
194101249568;636805649044374375;10500;2015-02-20;34,9419766454687
195610125607;636019409044524368;5200;2017-11-05;29,7453741052865
195610125607;635622833044614389;8600;2018-02-22;41,7064528710705
195610125607;636571505044724395;600;2018-07-22;37,3413959994639
195610125607;636128273044804453;13800;2018-02-07;38,7396371824386
194102148211;636528305044964405;17800;2019-02-21;27,7631826665081
194102148211;636667409045034409;11800;2017-12-28;25,8644781731369
194102148211;635484593045114427;17600;2016-06-13;22,0213846708748
199404273137;636834161045314449;5300;2018-12-02;44,8572709736681
199404273137;636010769045394462;10000;2016-03-28;27,9376469868876
199404273137;636248369045474442;15300;2016-10-06;41,5483886057271
199404273137;635437937045554472;5500;2019-11-02;22,3238030389528
198208017766;635923505045764485;1000;2018-07-18;36,0471980069052
198208017766;635755025045834494;3400;2018-08-20;35,9984494051889
198208017766;636968945045914485;14000;2019-02-10;39,5300271825539
198410026625;636798737046074484;5900;2015-09-12;36,374677788175
198410026625;635998673046164507;5700;2015-03-18;38,8976801554196
198410026625;636231953046244499;4700;2017-07-26;28,7285351514484
198410026625;636077297046334514;4800;2019-09-27;21,2660894548828
198410026625;636527441046404516;10400;2014-10-20;32,6756675949672
195202079727;635679857046574532;12100;2017-10-16;28,1031922172304
195202079727;636419441046664532;5200;2016-08-30;32,9796634372229
195202079727;636234545046744549;5900;2017-04-22;25,4904485961844
195202079727;635641841046824570;5200;2015-07-26;43,866698808906
195202079727;636193073046914551;17000;2014-07-20;40,406262621007
197804083912;636183569047064559;900;2015-01-17;21,2398935394547
197804083912;635544209047144567;16500;2019-05-02;42,4481757252702
197804083912;636507569047224578;12400;2017-02-12;31,0652284748225
193801207078;637066577047374579;6100;2018-05-25;31,5004995309284
193801207078;635421521047454635;12100;2016-10-15;26,1954492615515
193801207078;636996593047534592;19300;2018-06-05;37,1371611497072
196505126794;637057937047674625;2800;2015-01-03;33,5636671393009
196505126794;635536433047764633;6600;2016-12-16;33,2307509254807
197607178730;636689873047924640;14800;2017-07-20;42,2343111048612
197607178730;636578417048004634;4900;2015-03-27;23,1286196681338
197607178730;636454865048094659;6800;2015-05-28;29,6575026561774
197607178730;635945969048184649;11700;2019-07-05;39,1753883818981
199205213817;635976209048324673;1100;2019-09-03;25,9557894738185
199205213817;636314897048404666;7400;2017-08-28;42,2416528487772
199205213817;635839697048514663;18600;2016-12-21;21,5701989417757
199205213817;635745521048584686;5300;2015-09-10;25,2212000033917
199205213817;636105809048674684;9700;2019-01-24;38,3126994144696
